player_id,web_name,team,position,price,selected_by,event,opponent,home,difficulty,xp,start_prob,goals_pts,assists_pts,cs_pts,defcon_pts,bonus_pts,moved_club,override,minutes_reason
8,Calafiori,ARS,DEF,5.7,44.3,3,CHE,H,4,3.129,0.786,0.811,0.143,1.037,0.213,0.294,,,"2/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 59% across the season)"
8,Calafiori,ARS,DEF,5.7,44.3,4,SUN,A,3,3.111,0.786,0.811,0.143,1.011,0.213,0.294,,,"2/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 59% across the season)"
8,Calafiori,ARS,DEF,5.7,44.3,5,BHA,A,3,3.111,0.786,0.811,0.143,1.011,0.213,0.294,,,"2/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 59% across the season)"
8,Calafiori,ARS,DEF,5.7,44.3,6,LEE,H,2,3.539,0.786,0.811,0.143,1.626,0.213,0.294,,,"2/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 59% across the season)"
8,Calafiori,ARS,DEF,5.7,44.3,7,NFO,A,3,3.111,0.786,0.811,0.143,1.011,0.213,0.294,,,"2/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 59% across the season)"
9,Hincapie,ARS,DEF,5.4,1.2,3,CHE,H,4,0.962,0.245,0.204,0.226,1.037,0.649,0.316,yes,,"0/2 starts this season, blended with last year's evidence (44% of last 10 GWs started, 56% across the season)"
9,Hincapie,ARS,DEF,5.4,1.2,4,SUN,A,3,0.957,0.245,0.204,0.226,1.011,0.649,0.316,yes,,"0/2 starts this season, blended with last year's evidence (44% of last 10 GWs started, 56% across the season)"
9,Hincapie,ARS,DEF,5.4,1.2,5,BHA,A,3,0.957,0.245,0.204,0.226,1.011,0.649,0.316,yes,,"0/2 starts this season, blended with last year's evidence (44% of last 10 GWs started, 56% across the season)"
9,Hincapie,ARS,DEF,5.4,1.2,6,LEE,H,2,1.09,0.245,0.204,0.226,1.626,0.649,0.316,yes,,"0/2 starts this season, blended with last year's evidence (44% of last 10 GWs started, 56% across the season)"
9,Hincapie,ARS,DEF,5.4,1.2,7,NFO,A,3,0.957,0.245,0.204,0.226,1.011,0.649,0.316,yes,,"0/2 starts this season, blended with last year's evidence (44% of last 10 GWs started, 56% across the season)"
10,White,ARS,DEF,5.5,7.2,3,CHE,H,4,2.627,0.682,0.363,0.216,1.037,0.426,0.307,,,"2/2 starts this season, blended with last year's evidence (44% of last 10 GWs started, 24% across the season); 100% chance of playing"
10,White,ARS,DEF,5.5,7.2,4,SUN,A,3,2.612,0.682,0.363,0.216,1.011,0.426,0.307,,,"2/2 starts this season, blended with last year's evidence (44% of last 10 GWs started, 24% across the season); 100% chance of playing"
10,White,ARS,DEF,5.5,7.2,5,BHA,A,3,2.612,0.682,0.363,0.216,1.011,0.426,0.307,,,"2/2 starts this season, blended with last year's evidence (44% of last 10 GWs started, 24% across the season); 100% chance of playing"
10,White,ARS,DEF,5.5,7.2,6,LEE,H,2,2.983,0.682,0.363,0.216,1.626,0.426,0.307,,,"2/2 starts this season, blended with last year's evidence (44% of last 10 GWs started, 24% across the season); 100% chance of playing"
10,White,ARS,DEF,5.5,7.2,7,NFO,A,3,2.612,0.682,0.363,0.216,1.011,0.426,0.307,,,"2/2 starts this season, blended with last year's evidence (44% of last 10 GWs started, 24% across the season); 100% chance of playing"
11,Mosquera,ARS,DEF,5.5,4.7,3,CHE,H,4,3.183,0.85,0.216,0.176,1.037,0.627,0.172,,yes,Saliba out injured with no return date; expected to start at CB. Last season's 986 minutes describe a rotation role that no longer applies.
11,Mosquera,ARS,DEF,5.5,4.7,4,SUN,A,3,3.164,0.85,0.216,0.176,1.011,0.627,0.172,,yes,Saliba out injured with no return date; expected to start at CB. Last season's 986 minutes describe a rotation role that no longer applies.
11,Mosquera,ARS,DEF,5.5,4.7,5,BHA,A,3,3.164,0.85,0.216,0.176,1.011,0.627,0.172,,yes,Saliba out injured with no return date; expected to start at CB. Last season's 986 minutes describe a rotation role that no longer applies.
11,Mosquera,ARS,DEF,5.5,4.7,6,LEE,H,2,3.627,0.85,0.216,0.176,1.626,0.627,0.172,,yes,Saliba out injured with no return date; expected to start at CB. Last season's 986 minutes describe a rotation role that no longer applies.
11,Mosquera,ARS,DEF,5.5,4.7,7,NFO,A,3,3.164,0.85,0.216,0.176,1.011,0.627,0.172,,yes,Saliba out injured with no return date; expected to start at CB. Last season's 986 minutes describe a rotation role that no longer applies.
12,Saka,ARS,MID,9.5,10.8,3,CHE,H,4,4.174,0.802,1.303,0.725,0.259,0.192,0.61,,,"2/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 68% across the season)"
12,Saka,ARS,MID,9.5,10.8,4,SUN,A,3,4.168,0.802,1.303,0.725,0.253,0.192,0.61,,,"2/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 68% across the season)"
12,Saka,ARS,MID,9.5,10.8,5,BHA,A,3,4.168,0.802,1.303,0.725,0.253,0.192,0.61,,,"2/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 68% across the season)"
12,Saka,ARS,MID,9.5,10.8,6,LEE,H,2,4.294,0.802,1.303,0.725,0.407,0.192,0.61,,,"2/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 68% across the season)"
12,Saka,ARS,MID,9.5,10.8,7,NFO,A,3,4.168,0.802,1.303,0.725,0.253,0.192,0.61,,,"2/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 68% across the season)"
13,Rice,ARS,MID,7.5,14.4,3,CHE,H,4,4.521,0.95,0.538,0.581,0.259,0.683,0.59,,,"2/2 starts this season, blended with last year's evidence (89% of last 10 GWs started, 92% across the season)"
13,Rice,ARS,MID,7.5,14.4,4,SUN,A,3,4.515,0.95,0.538,0.581,0.253,0.683,0.59,,,"2/2 starts this season, blended with last year's evidence (89% of last 10 GWs started, 92% across the season)"
13,Rice,ARS,MID,7.5,14.4,5,BHA,A,3,4.515,0.95,0.538,0.581,0.253,0.683,0.59,,,"2/2 starts this season, blended with last year's evidence (89% of last 10 GWs started, 92% across the season)"
13,Rice,ARS,MID,7.5,14.4,6,LEE,H,2,4.664,0.95,0.538,0.581,0.407,0.683,0.59,,,"2/2 starts this season, blended with last year's evidence (89% of last 10 GWs started, 92% across the season)"
13,Rice,ARS,MID,7.5,14.4,7,NFO,A,3,4.515,0.95,0.538,0.581,0.253,0.683,0.59,,,"2/2 starts this season, blended with last year's evidence (89% of last 10 GWs started, 92% across the season)"
14,Eze,ARS,MID,6.4,1.4,3,CHE,H,4,1.481,0.347,1.08,0.388,0.259,0.08,0.369,,,"0/2 starts this season, blended with last year's evidence (78% of last 10 GWs started, 57% across the season)"
14,Eze,ARS,MID,6.4,1.4,4,SUN,A,3,1.479,0.347,1.08,0.388,0.253,0.08,0.369,,,"0/2 starts this season, blended with last year's evidence (78% of last 10 GWs started, 57% across the season)"
14,Eze,ARS,MID,6.4,1.4,5,BHA,A,3,1.479,0.347,1.08,0.388,0.253,0.08,0.369,,,"0/2 starts this season, blended with last year's evidence (78% of last 10 GWs started, 57% across the season)"
14,Eze,ARS,MID,6.4,1.4,6,LEE,H,2,1.534,0.347,1.08,0.388,0.407,0.08,0.369,,,"0/2 starts this season, blended with last year's evidence (78% of last 10 GWs started, 57% across the season)"
14,Eze,ARS,MID,6.4,1.4,7,NFO,A,3,1.479,0.347,1.08,0.388,0.253,0.08,0.369,,,"0/2 starts this season, blended with last year's evidence (78% of last 10 GWs started, 57% across the season)"
15,Ødegaard,ARS,MID,6.6,11.0,3,CHE,H,4,2.742,0.686,0.571,0.587,0.259,0.154,0.336,,,"2/2 starts this season, blended with last year's evidence (33% of last 10 GWs started, 43% across the season)"
15,Ødegaard,ARS,MID,6.6,11.0,4,SUN,A,3,2.738,0.686,0.571,0.587,0.253,0.154,0.336,,,"2/2 starts this season, blended with last year's evidence (33% of last 10 GWs started, 43% across the season)"
15,Ødegaard,ARS,MID,6.6,11.0,5,BHA,A,3,2.738,0.686,0.571,0.587,0.253,0.154,0.336,,,"2/2 starts this season, blended with last year's evidence (33% of last 10 GWs started, 43% across the season)"
15,Ødegaard,ARS,MID,6.6,11.0,6,LEE,H,2,2.846,0.686,0.571,0.587,0.407,0.154,0.336,,,"2/2 starts this season, blended with last year's evidence (33% of last 10 GWs started, 43% across the season)"
15,Ødegaard,ARS,MID,6.6,11.0,7,NFO,A,3,2.738,0.686,0.571,0.587,0.253,0.154,0.336,,,"2/2 starts this season, blended with last year's evidence (33% of last 10 GWs started, 43% across the season)"
16,Madueke,ARS,MID,6.3,0.2,3,CHE,H,4,1.014,0.248,0.607,0.532,0.259,0.081,0.523,,,"0/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 41% across the season)"
16,Madueke,ARS,MID,6.3,0.2,4,SUN,A,3,1.013,0.248,0.607,0.532,0.253,0.081,0.523,,,"0/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 41% across the season)"
16,Madueke,ARS,MID,6.3,0.2,5,BHA,A,3,1.013,0.248,0.607,0.532,0.253,0.081,0.523,,,"0/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 41% across the season)"
16,Madueke,ARS,MID,6.3,0.2,6,LEE,H,2,1.052,0.248,0.607,0.532,0.407,0.081,0.523,,,"0/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 41% across the season)"
16,Madueke,ARS,MID,6.3,0.2,7,NFO,A,3,1.013,0.248,0.607,0.532,0.253,0.081,0.523,,,"0/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 41% across the season)"
17,Merino,ARS,MID,5.9,0.5,3,CHE,H,4,0.255,0.054,1.135,0.391,0.259,0.433,0.392,,,"0/2 starts this season, blended with last year's evidence (0% of last 10 GWs started, 27% across the season)"
17,Merino,ARS,MID,5.9,0.5,4,SUN,A,3,0.255,0.054,1.135,0.391,0.253,0.433,0.392,,,"0/2 starts this season, blended with last year's evidence (0% of last 10 GWs started, 27% across the season)"
17,Merino,ARS,MID,5.9,0.5,5,BHA,A,3,0.255,0.054,1.135,0.391,0.253,0.433,0.392,,,"0/2 starts this season, blended with last year's evidence (0% of last 10 GWs started, 27% across the season)"
17,Merino,ARS,MID,5.9,0.5,6,LEE,H,2,0.263,0.054,1.135,0.391,0.407,0.433,0.392,,,"0/2 starts this season, blended with last year's evidence (0% of last 10 GWs started, 27% across the season)"
17,Merino,ARS,MID,5.9,0.5,7,NFO,A,3,0.255,0.054,1.135,0.391,0.253,0.433,0.392,,,"0/2 starts this season, blended with last year's evidence (0% of last 10 GWs started, 27% across the season)"
18,Martinelli,ARS,MID,6.3,0.2,3,CHE,H,4,0.709,0.159,1.278,0.36,0.259,0.152,0.297,,,"0/2 starts this season, blended with last year's evidence (33% of last 10 GWs started, 30% across the season)"
18,Martinelli,ARS,MID,6.3,0.2,4,SUN,A,3,0.708,0.159,1.278,0.36,0.253,0.152,0.297,,,"0/2 starts this season, blended with last year's evidence (33% of last 10 GWs started, 30% across the season)"
18,Martinelli,ARS,MID,6.3,0.2,5,BHA,A,3,0.708,0.159,1.278,0.36,0.253,0.152,0.297,,,"0/2 starts this season, blended with last year's evidence (33% of last 10 GWs started, 30% across the season)"
18,Martinelli,ARS,MID,6.3,0.2,6,LEE,H,2,0.733,0.159,1.278,0.36,0.407,0.152,0.297,,,"0/2 starts this season, blended with last year's evidence (33% of last 10 GWs started, 30% across the season)"
18,Martinelli,ARS,MID,6.3,0.2,7,NFO,A,3,0.708,0.159,1.278,0.36,0.253,0.152,0.297,,,"0/2 starts this season, blended with last year's evidence (33% of last 10 GWs started, 30% across the season)"
19,Zubimendi,ARS,MID,5.4,0.8,3,CHE,H,4,1.44,0.378,0.517,0.254,0.259,0.402,0.289,,,"0/2 starts this season, blended with last year's evidence (67% of last 10 GWs started, 89% across the season)"
19,Zubimendi,ARS,MID,5.4,0.8,4,SUN,A,3,1.437,0.378,0.517,0.254,0.253,0.402,0.289,,,"0/2 starts this season, blended with last year's evidence (67% of last 10 GWs started, 89% across the season)"
19,Zubimendi,ARS,MID,5.4,0.8,5,BHA,A,3,1.437,0.378,0.517,0.254,0.253,0.402,0.289,,,"0/2 starts this season, blended with last year's evidence (67% of last 10 GWs started, 89% across the season)"
19,Zubimendi,ARS,MID,5.4,0.8,6,LEE,H,2,1.497,0.378,0.517,0.254,0.407,0.402,0.289,,,"0/2 starts this season, blended with last year's evidence (67% of last 10 GWs started, 89% across the season)"
19,Zubimendi,ARS,MID,5.4,0.8,7,NFO,A,3,1.437,0.378,0.517,0.254,0.253,0.402,0.289,,,"0/2 starts this season, blended with last year's evidence (67% of last 10 GWs started, 89% across the season)"
20,Dowman,ARS,MID,5.4,0.1,3,CHE,H,4,0.177,0.039,1.147,0.418,0.259,0.317,0.299,,,"0/2 starts this season, blended with last year's evidence (11% of last 10 GWs started, 3% across the season)"
20,Dowman,ARS,MID,5.4,0.1,4,SUN,A,3,0.176,0.039,1.147,0.418,0.253,0.317,0.299,,,"0/2 starts this season, blended with last year's evidence (11% of last 10 GWs started, 3% across the season)"
20,Dowman,ARS,MID,5.4,0.1,5,BHA,A,3,0.176,0.039,1.147,0.418,0.253,0.317,0.299,,,"0/2 starts this season, blended with last year's evidence (11% of last 10 GWs started, 3% across the season)"
20,Dowman,ARS,MID,5.4,0.1,6,LEE,H,2,0.182,0.039,1.147,0.418,0.407,0.317,0.299,,,"0/2 starts this season, blended with last year's evidence (11% of last 10 GWs started, 3% across the season)"
20,Dowman,ARS,MID,5.4,0.1,7,NFO,A,3,0.176,0.039,1.147,0.418,0.253,0.317,0.299,,,"0/2 starts this season, blended with last year's evidence (11% of last 10 GWs started, 3% across the season)"
22,Nwaneri,ARS,MID,5.4,0.0,3,CHE,H,4,0.0,0.0,0.763,0.362,0.259,0.262,0.295,,,unavailable (status 'u'): Has joined Borussia Dortmund on loan for the rest of the season
22,Nwaneri,ARS,MID,5.4,0.0,4,SUN,A,3,0.0,0.0,0.763,0.362,0.253,0.262,0.295,,,unavailable (status 'u'): Has joined Borussia Dortmund on loan for the rest of the season
22,Nwaneri,ARS,MID,5.4,0.0,5,BHA,A,3,0.0,0.0,0.763,0.362,0.253,0.262,0.295,,,unavailable (status 'u'): Has joined Borussia Dortmund on loan for the rest of the season
22,Nwaneri,ARS,MID,5.4,0.0,6,LEE,H,2,0.0,0.0,0.763,0.362,0.407,0.262,0.295,,,unavailable (status 'u'): Has joined Borussia Dortmund on loan for the rest of the season
22,Nwaneri,ARS,MID,5.4,0.0,7,NFO,A,3,0.0,0.0,0.763,0.362,0.253,0.262,0.295,,,unavailable (status 'u'): Has joined Borussia Dortmund on loan for the rest of the season
23,Fábio Vieira,ARS,MID,5.5,0.0,3,CHE,H,4,0.0,0.0,0.786,0.401,0.259,0.294,0.344,,,unavailable (status 'u'): Has joined Hamburger SV permanently
23,Fábio Vieira,ARS,MID,5.5,0.0,4,SUN,A,3,0.0,0.0,0.786,0.401,0.253,0.294,0.344,,,unavailable (status 'u'): Has joined Hamburger SV permanently
23,Fábio Vieira,ARS,MID,5.5,0.0,5,BHA,A,3,0.0,0.0,0.786,0.401,0.253,0.294,0.344,,,unavailable (status 'u'): Has joined Hamburger SV permanently
23,Fábio Vieira,ARS,MID,5.5,0.0,6,LEE,H,2,0.0,0.0,0.786,0.401,0.407,0.294,0.344,,,unavailable (status 'u'): Has joined Hamburger SV permanently
23,Fábio Vieira,ARS,MID,5.5,0.0,7,NFO,A,3,0.0,0.0,0.786,0.401,0.253,0.294,0.344,,,unavailable (status 'u'): Has joined Hamburger SV permanently
24,Nelson,ARS,MID,5.5,0.0,3,CHE,H,4,0.0,0.0,0.989,0.385,0.259,0.476,0.308,,,unavailable (status 'u'): has departed the club as a free agent.
24,Nelson,ARS,MID,5.5,0.0,4,SUN,A,3,0.0,0.0,0.989,0.385,0.253,0.476,0.308,,,unavailable (status 'u'): has departed the club as a free agent.
24,Nelson,ARS,MID,5.5,0.0,5,BHA,A,3,0.0,0.0,0.989,0.385,0.253,0.476,0.308,,,unavailable (status 'u'): has departed the club as a free agent.
24,Nelson,ARS,MID,5.5,0.0,6,LEE,H,2,0.0,0.0,0.989,0.385,0.407,0.476,0.308,,,unavailable (status 'u'): has departed the club as a free agent.
24,Nelson,ARS,MID,5.5,0.0,7,NFO,A,3,0.0,0.0,0.989,0.385,0.253,0.476,0.308,,,unavailable (status 'u'): has departed the club as a free agent.
25,Gyökeres,ARS,FWD,7.3,4.8,3,CHE,H,4,1.341,0.268,1.934,0.216,0.0,0.001,0.649,,,"0/2 starts this season, blended with last year's evidence (44% of last 10 GWs started, 68% across the season)"
25,Gyökeres,ARS,FWD,7.3,4.8,4,SUN,A,3,1.341,0.268,1.934,0.216,0.0,0.001,0.649,,,"0/2 starts this season, blended with last year's evidence (44% of last 10 GWs started, 68% across the season)"
25,Gyökeres,ARS,FWD,7.3,4.8,5,BHA,A,3,1.341,0.268,1.934,0.216,0.0,0.001,0.649,,,"0/2 starts this season, blended with last year's evidence (44% of last 10 GWs started, 68% across the season)"
25,Gyökeres,ARS,FWD,7.3,4.8,6,LEE,H,2,1.341,0.268,1.934,0.216,0.0,0.001,0.649,,,"0/2 starts this season, blended with last year's evidence (44% of last 10 GWs started, 68% across the season)"
25,Gyökeres,ARS,FWD,7.3,4.8,7,NFO,A,3,1.341,0.268,1.934,0.216,0.0,0.001,0.649,,,"0/2 starts this season, blended with last year's evidence (44% of last 10 GWs started, 68% across the season)"
26,Havertz,ARS,FWD,7.5,6.8,3,CHE,H,4,3.45,0.705,1.902,0.218,0.0,0.006,0.582,,,"2/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 19% across the season)"
26,Havertz,ARS,FWD,7.5,6.8,4,SUN,A,3,3.45,0.705,1.902,0.218,0.0,0.006,0.582,,,"2/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 19% across the season)"
26,Havertz,ARS,FWD,7.5,6.8,5,BHA,A,3,3.45,0.705,1.902,0.218,0.0,0.006,0.582,,,"2/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 19% across the season)"
26,Havertz,ARS,FWD,7.5,6.8,6,LEE,H,2,3.45,0.705,1.902,0.218,0.0,0.006,0.582,,,"2/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 19% across the season)"
26,Havertz,ARS,FWD,7.5,6.8,7,NFO,A,3,3.45,0.705,1.902,0.218,0.0,0.006,0.582,,,"2/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 19% across the season)"
27,G.Jesus,ARS,FWD,5.9,0.3,3,CHE,H,4,0.0,0.0,1.963,0.17,0.0,0.01,0.456,,,unavailable (status 'u'): Has joined FC Barcelona permanently
27,G.Jesus,ARS,FWD,5.9,0.3,4,SUN,A,3,0.0,0.0,1.963,0.17,0.0,0.01,0.456,,,unavailable (status 'u'): Has joined FC Barcelona permanently
27,G.Jesus,ARS,FWD,5.9,0.3,5,BHA,A,3,0.0,0.0,1.963,0.17,0.0,0.01,0.456,,,unavailable (status 'u'): Has joined FC Barcelona permanently
27,G.Jesus,ARS,FWD,5.9,0.3,6,LEE,H,2,0.0,0.0,1.963,0.17,0.0,0.01,0.456,,,unavailable (status 'u'): Has joined FC Barcelona permanently
27,G.Jesus,ARS,FWD,5.9,0.3,7,NFO,A,3,0.0,0.0,1.963,0.17,0.0,0.01,0.456,,,unavailable (status 'u'): Has joined FC Barcelona permanently
31,Konsa,ARS,DEF,4.4,10.7,3,CHE,H,4,1.284,0.389,0.263,0.084,1.037,0.214,0.129,yes,,"0/2 starts this season, blended with last year's evidence (70% of last 10 GWs started, 89% across the season)"
31,Konsa,ARS,DEF,4.4,10.7,4,SUN,A,3,1.275,0.389,0.263,0.084,1.011,0.214,0.129,yes,,"0/2 starts this season, blended with last year's evidence (70% of last 10 GWs started, 89% across the season)"
31,Konsa,ARS,DEF,4.4,10.7,5,BHA,A,3,1.275,0.389,0.263,0.084,1.011,0.214,0.129,yes,,"0/2 starts this season, blended with last year's evidence (70% of last 10 GWs started, 89% across the season)"
31,Konsa,ARS,DEF,4.4,10.7,6,LEE,H,2,1.487,0.389,0.263,0.084,1.626,0.214,0.129,yes,,"0/2 starts this season, blended with last year's evidence (70% of last 10 GWs started, 89% across the season)"
31,Konsa,ARS,DEF,4.4,10.7,7,NFO,A,3,1.275,0.389,0.263,0.084,1.011,0.214,0.129,yes,,"0/2 starts this season, blended with last year's evidence (70% of last 10 GWs started, 89% across the season)"
